Postal Code,Date,Hour,Type,Price-Plan (Not Important),Total Consumption (kWh),Premise Count (Not Important)
M5S,1/30/2020,2,Residential,TOU,4251.5,5758
M5S,1/30/2020,3,Residential,TOU,3973.7,5758
M5S,1/30/2020,4,Residential,TOU,3853.8,5758
M5S,1/30/2020,5,Residential,TOU,3805.8,5758
M5S,1/30/2020,6,Residential,TOU,3877.6,5758
M5S,1/30/2020,7,Residential,TOU,4103.5,5758
M5S,1/30/2020,8,Residential,TOU,4611,5758
M5S,1/30/2020,9,Residential,TOU,4851.7,5758
M5S,1/30/2020,10,Residential,TOU,4808.4,5758
M5S,1/30/2020,11,Residential,TOU,4838.9,5758
M5S,1/30/2020,12,Residential,TOU,4780.6,5758
M5S,1/30/2020,13,Residential,TOU,4722.1,5758
M5S,1/30/2020,14,Residential,TOU,4584.4,5758
M5S,1/30/2020,15,Residential,TOU,4485.6,5758
M5S,1/30/2020,16,Residential,TOU,4516.3,5758
M5S,1/30/2020,17,Residential,TOU,4631.6,5758
M5S,1/30/2020,18,Residential,TOU,5140.8,5758
M5S,1/30/2020,19,Residential,TOU,5630.9,5758
M5S,1/30/2020,20,Residential,TOU,5809.6,5758
M5S,1/30/2020,21,Residential,TOU,5841.4,5758
M5S,1/30/2020,22,Residential,TOU,5812.8,5758
M5S,1/30/2020,23,Residential,TOU,5516.5,5758
M5S,1/30/2020,24,Residential,TOU,5116,5758
M5S,1/31/2020,1,Residential,TOU,4618.9,5758
M5S,1/31/2020,2,Residential,TOU,4214.3,5758
M5S,1/31/2020,3,Residential,TOU,3940.9,5758
M5S,1/31/2020,4,Residential,TOU,3757.8,5758
M5S,1/31/2020,5,Residential,TOU,3720.9,5758
M5S,1/31/2020,6,Residential,TOU,3754.4,5758
M5S,1/31/2020,7,Residential,TOU,3987.8,5758
M5S,1/31/2020,8,Residential,TOU,4425.1,5758
M5S,1/31/2020,9,Residential,TOU,4725.9,5758
M5S,1/31/2020,10,Residential,TOU,4672,5758
M5S,1/31/2020,11,Residential,TOU,4706.4,5758
M5S,1/31/2020,12,Residential,TOU,4668.7,5758
M5S,1/31/2020,13,Residential,TOU,4683,5758
M5S,1/31/2020,14,Residential,TOU,4615,5758
M5S,1/31/2020,15,Residential,TOU,4570.3,5758
M5S,1/31/2020,16,Residential,TOU,4583.5,5758
M5S,1/31/2020,17,Residential,TOU,4761.3,5758
M5S,1/31/2020,18,Residential,TOU,5195.1,5758
M5S,1/31/2020,19,Residential,TOU,5540.5,5758
M5S,1/31/2020,20,Residential,TOU,5541.2,5758
M5S,1/31/2020,21,Residential,TOU,5523.3,5758
M5S,1/31/2020,22,Residential,TOU,5316.7,5758
M5S,1/31/2020,23,Residential,TOU,5046,5758
M5S,1/31/2020,24,Residential,TOU,4806.4,5758
